('1249', 'citrus fruit')
('2252', 'cereals')
('3153', 'other vegetables')
('3339', 'canned beer')
('3339', 'whole milk')
('3339', 'rolls/buns')
('3640', 'bottled water')
('3640', 'pastry')
('3716', 'sausage')
('3716', 'cake bar')
('4172', 'soda')
('4289', 'pork')
('4289', 'chicken')
('4289', 'hard cheese')
('4589', 'sausage')
('4589', 'white wine')
('4589', 'beverages')
('4589', 'napkins')
('4648', 'whole milk')
('4686', 'sausage')
('1289', 'salty snack')
('1410', 'salty snack')
('1661', 'shopping bags')
('1866', 'pet care')
('1866', 'candy')
('2063', 'frankfurter')
('2063', 'sliced cheese')
('2534', 'specialty cheese')
('2643', 'hygiene articles')
('2648', 'pork')
('2648', 'fruit/vegetable juice')
('2926', 'soda')
('2926', 'whole milk')
('3035', 'sausage')
('3035', 'pastry')
('3161', 'fruit/vegetable juice')
('3352', 'soda')
('3352', 'misc. beverages')
('3486', 'canned beer')
('3486', 'citrus fruit')
('4319', 'sausage')
('4319', 'fruit/vegetable juice')
('4319', 'bottled water')
('4398', 'oil')
('4512', 'newspapers')
('4588', 'butter')
('4702', 'brown bread')
('4702', 'other vegetables')
('4702', 'kitchen towels')
('4753', 'other vegetables')
('4753', 'beef')
('1420', 'curd')
('1420', 'rolls/buns')
('1616', 'pip fruit')
('1679', 'salty snack')
('1723', 'tropical fruit')
('1723', 'margarine')
('1946', 'pastry')
('2006', 'frankfurter')
('2006', 'coffee')
('2167', 'newspapers')
('2338', 'photo/film')
('2338', 'curd')
('2338', 'whole milk')
('3076', 'rolls/buns')
('3178', 'whole milk')
('3262', 'frankfurter')
('3262', 'yogurt')
('3262', 'soups')
('3744', 'domestic eggs')
('4291', 'sausage')
('4291', 'chocolate marshmallow')
('4592', 'pork')
('4592', 'canned fish')
('4592', 'oil')
('4842', 'chicken')
('4903', 'sausage')
('4903', 'salty snack')
('4903', 'hard cheese')
('1144', 'canned beer')
('1144', 'fish')
('1233', 'butter milk')
('1439', 'whole milk')
('1534', 'sliced cheese')
('1534', 'hygiene articles')
('1534', 'dental care')
('1534', 'napkins')
('1581', 'grapes')
('1581', 'onions')
('1656', 'bottled beer')
('1656', 'whole milk')
('1656', 'liquor (appetizer)')
('2106', 'bottled water')
('2471', 'frozen vegetables')
('2471', 'pork')
('3002', 'citrus fruit')
('3141', 'waffles')
('3141', 'salty snack')
('3141', 'hard cheese')
('3365', 'chicken')
('3562', 'whole milk')
('3562', 'soda')
('3562', 'canned beer')
('3674', 'canned beer')
('4017', 'pork')
('4113', 'rolls/buns')
('4129', 'chicken')
('4392', 'chewing gum')
('4552', 'other vegetables')
('4552', 'bottled beer')
('4605', 'bottled water')
('4605', 'yogurt')
('1087', 'pot plants')
('1087', 'cake bar')
('1540', 'beverages')
('1631', 'tropical fruit')
('1631', 'herbs')
('1706', 'brandy')
('1706', 'waffles')
('1706', 'light bulbs')
('2428', 'hard cheese')
('2428', 'white wine')
('2480', 'whole milk')
('2504', 'tropical fruit')
('2825', 'frankfurter')
('2833', 'citrus fruit')
('2833', 'beef')
('2833', 'whipped/sour cream')
('2833', 'other vegetables')
('2836', 'UHT-milk')
('2895', 'long life bakery product')
('3353', 'other vegetables')
('3353', 'rolls/buns')
('3353', 'whole milk')
('4072', 'canned beer')
('4254', 'yogurt')
('1085', 'root vegetables')
('1085', 'citrus fruit')
('1590', 'coffee')
('1646', 'butter milk')
('1646', 'sliced cheese')
('1728', 'bottled water')
('1792', 'newspapers')
('1792', 'domestic eggs')
('1792', 'detergent')
('1792', 'grapes')
('1928', 'citrus fruit')
('1936', 'rolls/buns')
('1936', 'meat spreads')
('2016', 'sugar')
('2084', 'root vegetables')
('2337', 'hard cheese')
('2597', 'soda')
('2597', 'bottled beer')
('2676', 'chicken')
('2676', 'baking powder')
('2846', 'whipped/sour cream')
('2846', 'instant coffee')
('3056', 'other vegetables')
('3508', 'whole milk')
('4030', 'pastry')
('4030', 'yogurt')
('4255', 'newspapers')
('4463', 'decalcifier')
('4463', 'root vegetables')
('4483', 'canned vegetables')
('4507', 'tropical fruit')
('4657', 'beef')
('4657', 'other vegetables')
('4657', 'snack products')
('4790', 'newspapers')
('4810', 'dog food')
('4960', 'other vegetables')
('1782', 'yogurt')
('1839', 'pastry')
('1839', 'waffles')
('1839', 'napkins')
('1971', 'sausage')
('1971', 'fruit/vegetable juice')
('2045', 'sweet spreads')
('2113', 'UHT-milk')
('2902', 'cat food')
('2902', 'chocolate')
('3095', 'bottled water')
('3144', 'yogurt')
('3234', 'citrus fruit')
('3234', 'tropical fruit')
('3328', 'butter milk')
('3328', 'domestic eggs')
('3402', 'whole milk')
('3402', 'sauces')
('3424', 'canned beer')
('3424', 'shopping bags')
('3424', 'rolls/buns')
('4616', 'semi-finished bread')
('1176', 'pastry')
('1304', 'whole milk')
('1501', 'bottled water')
('1501', 'napkins')
('1501', 'fruit/vegetable juice')
('1501', 'hard cheese')
('1731', 'whole milk')
('2448', 'rolls/buns')
('2654', 'frankfurter')
('2654', 'coffee')
('2805', 'rolls/buns')
('2805', 'canned beer')
('3061', 'whole milk')
('3296', 'soda')
('3389', 'berries')
('3579', 'potato products')
('3579', 'other vegetables')
('3600', 'canned beer')
('3746', 'grapes')
('3746', 'newspapers')
('3746', 'pip fruit')
('3801', 'newspapers')
('4079', 'whole milk')
('4836', 'ham')
('1319', 'pip fruit')
('1319', 'grapes')
('1319', 'pastry')
('1604', 'margarine')
('1913', 'curd')
('1913', 'whipped/sour cream')
('1913', 'whole milk')
('2324', 'chicken')
('2366', 'yogurt')
('2366', 'pastry')
('2624', 'ice cream')
('2624', 'whipped/sour cream')
('2711', 'bottled beer')
('2713', 'other vegetables')
('2713', 'rolls/buns')
('3055', 'soft cheese')
('3055', 'waffles')
('3165', 'frankfurter')
('3165', 'yogurt')
('3165', 'male cosmetics')
('3363', 'newspapers')
('3528', 'pastry')
('3528', 'sliced cheese')
('3528', 'domestic eggs')
('3808', 'whole milk')
('4165', 'sausage')
('4257', 'grapes')
('4275', 'chocolate')
('4292', 'specialty chocolate')
('4593', 'whipped/sour cream')
('4693', 'frankfurter')
('4693', 'domestic eggs')
('4696', 'chewing gum')
('4704', 'hamburger meat')
('4704', 'candy')
('4928', 'beef')
('1025', 'canned beer')
('1025', 'UHT-milk')
('1669', 'soda')
('1669', 'root vegetables')
('1669', 'whole milk')
('1669', 'other vegetables')
('1669', 'shopping bags')
('2488', 'onions')
('2561', 'sausage')
('2561', 'white wine')
('2766', 'oil')
('3266', 'domestic eggs')
('3308', 'chicken')
('3308', 'newspapers')
('3308', 'soft cheese')
('3308', 'yogurt')
('3308', 'condensed milk')
('3488', 'bottled beer')
('3868', 'beef')
('3987', 'domestic eggs')
('4572', 'beverages')
('4572', 'butter milk')
('4572', 'fruit/vegetable juice')
('4704', 'whole milk')
('1069', 'bottled beer')
('1069', 'tropical fruit')
('1069', 'dishes')
('1218', 'tropical fruit')
('1218', 'rolls/buns')
('1218', 'frozen fish')
('1296', 'tropical fruit')
('1296', 'jam')
('1467', 'ham')
('1486', 'pastry')
('1486', 'dish cleaner')
('1683', 'whole milk')
('1997', 'newspapers')
('2568', 'frozen vegetables')
('2709', 'dessert')
('3048', 'bottled beer')
('3419', 'root vegetables')
('3419', 'soap')
('3419', 'cream cheese ')
('3752', 'sausage')
('3752', 'newspapers')
('3752', 'bottled water')
('3762', 'rolls/buns')
('3926', 'white bread')
('3926', 'mustard')
('4222', 'newspapers')
('4222', 'beverages')
('4227', 'coffee')
('4227', 'yogurt')
('4229', 'dishes')
('4229', 'other vegetables')
('4466', 'frozen vegetables')
('4808', 'beverages')
('4808', 'domestic eggs')
('4977', 'dog food')
('1160', 'beef')
('1160', 'bottled beer')
('1208', 'frozen meals')
('1753', 'root vegetables')
('1817', 'canned beer')
('1817', 'hamburger meat')
('1968', 'hard cheese')
('2004', 'hamburger meat')
('2256', 'domestic eggs')
('2856', 'other vegetables')
('3013', 'hygiene articles')
('3752', 'spread cheese')
('4182', 'pastry')
('4182', 'chewing gum')
('4220', 'yogurt')
('4257', 'pastry')
('4351', 'pot plants')
('4431', 'chicken')
('4439', 'rolls/buns')
('4526', 'frankfurter')
('4526', 'yogurt')
('4704', 'tropical fruit')
('4704', 'butter')
('4852', 'packaged fruit/vegetables')
('4852', 'pip fruit')
('4866', 'canned beer')
('4940', 'rum')
('1912', 'bottled water')
('2419', 'frozen meals')
('2419', 'pastry')
('2419', 'fruit/vegetable juice')
('2581', 'soda')
('2581', 'citrus fruit')
('2816', 'onions')
('2816', 'grapes')
('2925', 'tropical fruit')
('2925', 'herbs')
('2925', 'chocolate')
('3252', 'citrus fruit')
('3433', 'whipped/sour cream')
('3742', 'sausage')
('4243', 'canned beer')
('4243', 'root vegetables')
('4243', 'specialty cheese')
('4424', 'newspapers')
('4570', 'tropical fruit')
('4680', 'root vegetables')
('4769', 'citrus fruit')
('4875', 'red/blush wine')
('1032', 'yogurt')
('1678', 'whole milk')
('2063', 'sausage')
('2196', 'bottled water')
('2433', 'frankfurter')
('2433', 'beverages')
('2433', 'softener')
('2433', 'vinegar')
('2433', 'white bread')
('2458', 'rolls/buns')
('2613', 'other vegetables')
('2613', 'semi-finished bread')
('3699', 'berries')
('3699', 'frankfurter')
('3797', 'root vegetables')
('3797', 'tropical fruit')
('3797', 'other vegetables')
('3797', 'processed cheese')
('3897', 'other vegetables')
('4150', 'pastry')
('4150', 'dessert')
('4213', 'hamburger meat')
('4213', 'whole milk')
('4428', 'pork')
('4499', 'other vegetables')
('1185', 'pip fruit')
('1458', 'pork')
('1480', 'berries')
('1480', 'packaged fruit/vegetables')
('1872', 'other vegetables')
('1999', 'coffee')
('1999', 'popcorn')
('1999', 'hygiene articles')
('2570', 'oil')
('3137', 'ice cream')
('3137', 'misc. beverages')
('3324', 'whole milk')
('3324', 'rolls/buns')
('3691', 'root vegetables')
('3691', 'brown bread')
('3691', 'soda')
('3698', 'frankfurter')
('4109', 'dessert')
('4353', 'chicken')
('4353', 'hard cheese')
('4523', 'frankfurter')
('4747', 'frankfurter')
('4747', 'baking powder')
('4778', 'citrus fruit')
('1158', 'cream cheese ')
('1216', 'whole milk')
('1216', 'soda')
('1216', 'root vegetables')
('1216', 'specialty fat')
('1216', 'tropical fruit')
('1248', 'beef')
('1248', 'curd')
('1395', 'pork')
('1395', 'salty snack')
('1613', 'yogurt')
('1948', 'soda')
('1948', 'margarine')
('2018', 'waffles')
('2507', 'pork')
('2507', 'coffee')
('4369', 'beverages')
('4369', 'onions')
('4644', 'dog food')
('4662', 'sugar')
('4667', 'cream cheese ')
('4796', 'white bread')
('1031', 'beverages')
('1302', 'citrus fruit')
('1302', 'butter')
('1302', 'rolls/buns')
('1315', 'rolls/buns')
('2426', 'specialty bar')
('2454', 'sausage')
('2609', 'frankfurter')
('2609', 'coffee')
('2771', 'frankfurter')
('2771', 'sausage')
('3526', 'onions')
('3526', 'white wine')
('3685', 'curd')
('3685', 'female sanitary products')
('3745', 'chocolate')
('3864', 'sugar')
('4044', 'packaged fruit/vegetables')
('4044', 'napkins')
('4087', 'butter')
('4296', 'yogurt')
('4296', 'oil')
('4524', 'coffee')
('4524', 'fruit/vegetable juice')
('4602', 'frozen vegetables')
('4602', 'coffee')
('4924', 'specialty bar')
('1125', 'sausage')
('1125', 'pastry')
('1484', 'bottled beer')
('1780', 'dessert')
('1780', 'sausage')
('1780', 'oil')
('2131', 'sausage')
('2134', 'pastry')
('2212', 'hamburger meat')
('3020', 'specialty fat')
('3140', 'frozen meals')
('3246', 'frozen meals')
('3374', 'chicken')
('3374', 'pork')
('3374', 'brandy')
('3593', 'frankfurter')
('3593', 'coffee')
('3673', 'packaged fruit/vegetables')
('4338', 'beverages')
('4389', 'pork')
('4554', 'root vegetables')
('4611', 'cereals')
('4611', 'whole milk')
('4680', 'bottled beer')
('4685', 'waffles')
('4685', 'hard cheese')
('4685', 'pickled vegetables')
('1276', 'cream cheese ')
('1276', 'semi-finished bread')
('1287', 'grapes')
('1646', 'frankfurter')
('1729', 'ready soups')
('1889', 'ham')
('1992', 'pastry')
('2007', 'photo/film')
('2233', 'chocolate')
('2370', 'tropical fruit')
('2370', 'frozen fish')
('2453', 'meat')
('2453', 'frozen meals')
('2453', 'domestic eggs')
('2466', 'whole milk')
('3545', 'bottled water')
('3545', 'berries')
('3922', 'sausage')
('3922', 'hard cheese')
('3922', 'napkins')
('3955', 'canned beer')
('3955', 'whole milk')
('4019', 'whole milk')
('4019', 'sauces')
('4207', 'other vegetables')
('4207', 'citrus fruit')
('4207', 'curd')
('4207', 'red/blush wine')
('4845', 'beef')
('4845', 'brown bread')
('4883', 'ham')
('1256', 'oil')
('1736', 'rolls/buns')
('1736', 'chocolate')
('2116', 'canned beer')
('2246', 'berries')
('3132', 'berries')
('3531', 'sausage')
('3531', 'liver loaf')
('3531', 'dish cleaner')
('3531', 'white bread')
('4034', 'whole milk')
('4056', 'herbs')
('4744', 'fruit/vegetable juice')
('1815', 'beef')
('2008', 'domestic eggs')
('2013', 'rolls/buns')
('2394', 'hamburger meat')
('2394', 'rolls/buns')
('2394', 'soda')
('2530', 'bottled beer')
('2530', 'other vegetables')
('2805', 'curd')
('2805', 'ice cream')
('3031', 'frankfurter')
('3364', 'specialty bar')
('3410', 'photo/film')
('3679', 'other vegetables')
('3679', 'shopping bags')
('3698', 'sausage')
('4566', 'napkins')
('1090', 'sausage')
('1090', 'whisky')
('1090', 'specialty chocolate')
('1090', 'napkins')
('1090', 'detergent')
('1090', 'pastry')
('1239', 'brown bread')
('1239', 'tropical fruit')
('1442', 'misc. beverages')
('1909', 'margarine')
('2356', 'citrus fruit')
('2960', 'frozen vegetables')
('3451', 'rolls/buns')
('3996', 'ham')
('3996', 'other vegetables')
('4670', 'newspapers')
('1192', 'butter')
('1192', 'seasonal products')
('1322', 'chicken')
('1322', 'meat')
('1322', 'chewing gum')
('1322', 'baking powder')
('1495', 'root vegetables')
('1495', 'specialty bar')
('1831', 'pork')
('1960', 'chicken')
('1960', 'yogurt')
('1960', 'pastry')
('2194', 'UHT-milk')
('2613', 'specialty bar')
('2613', 'whipped/sour cream')
('2868', 'salt')
('2868', 'semi-finished bread')
('2935', 'newspapers')
('4579', 'pip fruit')
('4579', 'frankfurter')
('4697', 'other vegetables')
('4697', 'whole milk')
('4757', 'yogurt')
('4757', 'flower (seeds)')
('4891', 'soda')
('4891', 'butter')
('4892', 'cat food')
('4892', 'curd')
('4892', 'spices')
('4892', 'soda')
('4951', 'other vegetables')
('4951', 'whole milk')
('1044', 'tropical fruit')
('1044', 'other vegetables')
('1220', 'rolls/buns')
('1353', 'beef')
('1353', 'flour')
('1353', 'instant coffee')
('1430', 'hamburger meat')
('1634', 'newspapers')
('1920', 'citrus fruit')
('2474', 'frozen vegetables')
('2474', 'coffee')
('3174', 'frozen dessert')
('3909', 'flour')
('3919', 'curd')
('3919', 'margarine')
('4146', 'rolls/buns')
('4799', 'canned beer')
('4799', 'pasta')
('4993', 'citrus fruit')
('4993', 'UHT-milk')
('1732', 'yogurt')
('2086', 'bottled beer')
('2086', 'other vegetables')
('2086', 'misc. beverages')
('2086', 'salt')
('2691', 'liver loaf')
('3489', 'nuts/prunes')
('3534', 'yogurt')
('3749', 'napkins')
('3772', 'whole milk')
('3940', 'bottled water')
('4539', 'spread cheese')
('4539', 'bottled water')
('4539', 'onions')
('4632', 'onions')
('1112', 'ice cream')
('1112', 'jam')
('1237', 'ham')
('1237', 'whole milk')
('1237', 'soda')
('1237', 'tropical fruit')
('2087', 'tropical fruit')
('2087', 'brown bread')
('2782', 'bottled water')
('3054', 'misc. beverages')
('3069', 'mustard')
('3124', 'citrus fruit')
('3124', 'whole milk')
('3124', 'rolls/buns')
('3236', 'rolls/buns')
('3399', 'fruit/vegetable juice')
('3621', 'berries')
('3980', 'citrus fruit')
('4148', 'canned beer')
('4148', 'soda')
('4546', 'beef')
('4677', 'rolls/buns')
('1452', 'ham')
('1452', 'rolls/buns')
('1737', 'other vegetables')
('1737', 'root vegetables')
('1737', 'instant coffee')
('1787', 'whipped/sour cream')
('2696', 'sausage')
('2978', 'UHT-milk')
('2978', 'sugar')
('3035', 'candles')
('3044', 'other vegetables')
('3293', 'bottled beer')
('3293', 'misc. beverages')
('3463', 'pastry')
('4037', 'soda')
('4061', 'instant coffee')
('4187', 'pork')
('1707', 'sausage')
('1805', 'canned beer')
('2270', 'seasonal products')
('2467', 'chocolate')
('2467', 'other vegetables')
('3028', 'beef')
('3028', 'other vegetables')
('3028', 'margarine')
('3572', 'rolls/buns')
('3997', 'herbs')
('4214', 'tropical fruit')
('4780', 'citrus fruit')
('4780', 'brown bread')
('4780', 'ketchup')
('4841', 'canned beer')
('1053', 'pastry')
('1837', 'pot plants')
('1837', 'yogurt')
('1837', 'fruit/vegetable juice')
('1882', 'chicken')
('1959', 'pastry')
('2128', 'brown bread')
('2128', 'soda')
('2210', 'hamburger meat')
('3490', 'canned beer')
('3695', 'soda')
('4555', 'soda')
('1633', 'whole milk')
('1761', 'napkins')
('1983', 'ice cream')
('2534', 'pet care')
('2979', 'onions')
('3241', 'chicken')
('4277', 'sausage')
('1079', 'onions')
('1079', 'napkins')
('1110', 'ham')
('1724', 'hamburger meat')
('1724', 'rolls/buns')
('1731', 'bottled beer')
('1731', 'tropical fruit')
('1819', 'root vegetables')
('1819', 'tropical fruit')
('1870', 'pork')
('1870', 'popcorn')
('1870', 'bottled water')
('1989', 'mustard')
('2001', 'bottled water')
('2408', 'liquor')
('2501', 'onions')
('2874', 'butter')
('2874', 'whole milk')
('2876', 'other vegetables')
('3983', 'chocolate')
('3983', 'sweet spreads')
('3983', 'butter')
('4455', 'shopping bags')
('4859', 'whipped/sour cream')
('4859', 'whole milk')
('1424', 'citrus fruit')
('1424', 'instant coffee')
('1443', 'butter')
('1443', 'rolls/buns')
('1443', 'cream cheese ')
('1443', 'flour')
('1788', 'pork')
('1839', 'pork')
('2019', 'brown bread')
('2196', 'meat')
('2306', 'grapes')
('2568', 'sausage')
('2568', 'pip fruit')
('2568', 'dish cleaner')
('2692', 'beef')
('2692', 'UHT-milk')
('2835', 'citrus fruit')
('2835', 'ham')
('2835', 'pasta')
('4437', 'hard cheese')
('4584', 'tropical fruit')
('1088', 'hard cheese')
('1199', 'beverages')
('1199', 'sausage')
('1326', 'yogurt')
('1465', 'canned beer')
('1465', 'curd')
('1499', 'cat food')
('1515', 'hard cheese')
('1717', 'other vegetables')
('1717', 'margarine')
('1855', 'ham')
('1855', 'whole milk')
('1855', 'margarine')
('1887', 'sausage')
('2738', 'red/blush wine')
('2992', 'pet care')
('3251', 'yogurt')
('3354', 'yogurt')
('3354', 'hygiene articles')
('3520', 'detergent')
('3523', 'root vegetables')
('3653', 'red/blush wine')
('4441', 'citrus fruit')
('4441', 'rolls/buns')
('4486', 'frozen vegetables')
('4486', 'onions')
('4550', 'newspapers')
('4773', 'tropical fruit')
('4773', 'whipped/sour cream')
('1011', 'frankfurter')
('1011', 'candles')
('1011', 'grapes')
('1011', 'yogurt')
('1278', 'other vegetables')
('1278', 'cookware')
('1278', 'canned beer')
('1278', 'butter')
('1278', 'ice cream')
('1601', 'whole milk')
('1601', 'root vegetables')
('1677', 'pip fruit')
('1991', 'citrus fruit')
('1991', 'other vegetables')
('2375', 'butter')
('3265', 'specialty bar')
('3265', 'chocolate')
('3265', 'cream cheese ')
('3323', 'sausage')
('3323', 'oil')
('3323', 'candles')
('3927', 'bottled water')
('4242', 'whole milk')
('4242', 'canned fruit')
('4291', 'pip fruit')
('4604', 'other vegetables')
('4604', 'margarine')
('1056', 'pip fruit')
('1156', 'other vegetables')
('1335', 'onions')
('2235', 'root vegetables')
('2711', 'liquor')
('2711', 'citrus fruit')
('2711', 'butter')
('2711', 'cream cheese ')
('2711', 'rolls/buns')
('3292', 'pork')
('3406', 'bottled beer')
('3455', 'root vegetables')
('3455', 'margarine')
('3529', 'beverages')
('4267', 'sausage')
('4267', 'yogurt')
('4536', 'dessert')
('4536', 'sliced cheese')
('4785', 'fruit/vegetable juice')
('4841', 'citrus fruit')
('4875', 'flour')
('4875', 'citrus fruit')
('4875', 'other vegetables')
('4875', 'cat food')
('1213', 'citrus fruit')
('1213', 'bottled beer')
('2618', 'yogurt')
('2618', 'berries')
('2687', 'mustard')
('2750', 'other vegetables')
('2750', 'whole milk')
('3027', 'whipped/sour cream')
('3027', 'root vegetables')
('3364', 'citrus fruit')
('3460', 'dessert')
('4187', 'sliced cheese')
('4281', 'newspapers')
('4648', 'ham')
('4648', 'instant coffee')
('4675', 'fruit/vegetable juice')
('4890', 'meat')
('4890', 'condensed milk')
('4924', 'rolls/buns')
('4924', 'butter')
('4947', 'photo/film')
('4947', 'soda')
('4947', 'whole milk')
('1347', 'soda')
('1347', 'rolls/buns')
('1347', 'ketchup')
('1880', 'bottled beer')
('1880', 'soda')
('2243', 'rolls/buns')
('2315', 'rolls/buns')
('2315', 'shopping bags')
('2675', 'canned beer')
('2675', 'rolls/buns')
('3027', 'red/blush wine')
('3180', 'bottled beer')
('3779', 'tropical fruit')
('3815', 'coffee')
('4309', 'whole milk')
('4309', 'salt')
('4521', 'chewing gum')
('1341', 'fruit/vegetable juice')
('1941', 'other vegetables')
('2459', 'bottled water')
('2459', 'white bread')
('2459', 'frozen meals')
('2459', 'onions')
('2794', 'brandy')
('3774', 'beef')
('3774', 'misc. beverages')
('3797', 'butter')
('3835', 'yogurt')
('3835', 'pickled vegetables')
('3835', 'long life bakery product')
('3835', 'mustard')
('3979', 'citrus fruit')
('3979', 'ham')
('3980', 'rolls/buns')
('3980', 'root vegetables')
('4147', 'pip fruit')
('4906', 'butter milk')
('4953', 'citrus fruit')
('1348', 'soda')
('1348', 'beef')
('1719', 'nuts/prunes')
('1719', 'canned beer')
('1719', 'other vegetables')
('1719', 'shopping bags')
('1754', 'beverages')
('1754', 'pip fruit')
('1794', 'sweet spreads')
('1794', 'bottled beer')
('1834', 'shopping bags')
('1928', 'photo/film')
('1928', 'canned beer')
('2635', 'whole milk')
('2635', 'specialty bar')
('2904', 'root vegetables')
('2904', 'flour')
('3844', 'pip fruit')
('3963', 'pork')
('4064', 'citrus fruit')
('4576', 'canned beer')
('4853', 'house keeping products')
('1062', 'butter')
('1062', 'shopping bags')
('1130', 'bottled water')
('1130', 'frankfurter')
('1130', 'dessert')
('1417', 'salty snack')
('1456', 'frozen vegetables')
('1456', 'specialty chocolate')
('1708', 'cat food')
('1708', 'turkey')
('1708', 'canned beer')
('1971', 'bottled water')
('1971', 'frozen meals')
('2434', 'soda')
('2434', 'cling film/bags')
('2814', 'specialty bar')
('3962', 'sliced cheese')
('4240', 'citrus fruit')
('4240', 'rolls/buns')
('4240', 'whole milk')
('4240', 'brown bread')
('4756', 'bottled water')
('4915', 'canned beer')
('1355', 'frankfurter')
('1730', 'other vegetables')
('1730', 'rolls/buns')
('2184', 'oil')
('2184', 'yogurt')
('2300', 'pip fruit')
('2608', 'rolls/buns')
('2608', 'other vegetables')
('2739', 'pip fruit')
('2872', 'onions')
('2876', 'tropical fruit')
('2957', 'UHT-milk')
('2957', 'butter')
('3558', 'other vegetables')
('3558', 'whipped/sour cream')
('3845', 'hygiene articles')
('4071', 'soda')
('4737', 'pork')
('4780', 'curd')
('1259', 'ice cream')
('2169', 'rum')
('2240', 'chocolate')
('2240', 'brown bread')
('2269', 'berries')
('2604', 'bottled water')
('2664', 'pasta')
('3012', 'brown bread')
('3241', 'grapes')
('3593', 'grapes')
('3962', 'sausage')
('3976', 'chicken')
('3976', 'bottled water')
('4769', 'bottled beer')
('4819', 'soda')
('1515', 'pastry')
('1572', 'soda')
('1780', 'yogurt')
('1793', 'rolls/buns')
('2053', 'yogurt')
('2678', 'berries')
('2703', 'soups')
('3679', 'citrus fruit')
('4440', 'fruit/vegetable juice')
('4750', 'flour')
('4750', 'butter')
('4750', 'shopping bags')
('4878', 'coffee')
('4878', 'packaged fruit/vegetables')
('4878', 'pickled vegetables')
('1283', 'chicken')
('1290', 'whipped/sour cream')
('1333', 'ham')
('1922', 'packaged fruit/vegetables')
('2005', 'male cosmetics')
('2005', 'dessert')
('2039', 'sparkling wine')
('2211', 'whole milk')
('2211', 'processed cheese')
('2212', 'curd')
('2212', 'other vegetables')
('2810', 'citrus fruit')
('3017', 'soft cheese')
('3306', 'frankfurter')
('3306', 'sausage')
('3484', 'salty snack')
('3504', 'white wine')
('3504', 'abrasive cleaner')
('4129', 'onions')
('4384', 'canned fish')
('1009', 'ketchup')
('1486', 'chicken')
('1756', 'onions')
('2287', 'rolls/buns')
('2294', 'frankfurter')
('2357', 'shopping bags')
('2357', 'cream cheese ')
('2469', 'hamburger meat')
('2469', 'cream cheese ')
('2632', 'meat')
('2632', 'pot plants')
('2846', 'other vegetables')
('2846', 'liquor')
('3413', 'chocolate')
('3522', 'meat')
('3522', 'grapes')
('3522', 'coffee')
('3583', 'whole milk')
('3665', 'citrus fruit')
('3665', 'chocolate')
('3665', 'shopping bags')
('3781', 'frankfurter')
('3781', 'pip fruit')
('4088', 'canned vegetables')
('4088', 'whole milk')
('4102', 'other vegetables')
('4102', 'cream cheese ')
('4190', 'pip fruit')
('4683', 'whipped/sour cream')
('4683', 'root vegetables')
('4687', 'frozen vegetables')
('4923', 'canned fruit')
('4967', 'other vegetables')
('1245', 'grapes')
('1900', 'yogurt')
('2041', 'grapes')
('2109', 'yogurt')
('2109', 'male cosmetics')
('2119', 'meat')
('2669', 'pip fruit')
('2669', 'onions')
('2729', 'other vegetables')
('3463', 'yogurt')
('3497', 'whipped/sour cream')
('3787', 'pork')
('3787', 'yogurt')
('3787', 'salty snack')
('4161', 'fruit/vegetable juice')
('1699', 'onions')
('2210', 'sweet spreads')
('2265', 'whole milk')
('2265', 'bathroom cleaner')
('2592', 'pork')
('3082', 'packaged fruit/vegetables')
('3679', 'brown bread')
('3822', 'hamburger meat')
('4235', 'beef')
('4288', 'meat')
('4288', 'male cosmetics')
('4303', 'soda')
('4303', 'semi-finished bread')
('4336', 'beverages')
('4432', 'coffee')
('4640', 'pip fruit')
('1120', 'pastry')
('1120', 'condensed milk')
('1120', 'rice')
('1120', 'chocolate marshmallow')
('1137', 'whole milk')
('1137', 'other vegetables')
('1137', 'sugar')
('1200', 'dessert')
('1200', 'canned fish')
('1318', 'pastry')
('1759', 'bottled beer')
('1759', 'ham')
('1759', 'other vegetables')
('1759', 'whole milk')
('1759', 'brown bread')
('1784', 'curd')
('1784', 'semi-finished bread')
('1975', 'yogurt')
('2044', 'shopping bags')
('2134', 'frozen vegetables')
('2996', 'dishes')
('3273', 'citrus fruit')
('3273', 'beef')
('3658', 'whole milk')
('3658', 'bottled beer')
('3658', 'UHT-milk')
('4719', 'specialty bar')
('1098', 'root vegetables')
('1539', 'pip fruit')
('1864', 'whole milk')
('2420', 'hard cheese')
('2420', 'bottled water')
('3560', 'canned beer')
('3560', 'bottled beer')
('3560', 'chocolate')
('3612', 'sausage')
('4108', 'pork')
('4108', 'yogurt')
('4108', 'butter milk')
('4764', 'pip fruit')
('1195', 'soft cheese')
('1463', 'tropical fruit')
('1463', 'specialty bar')
('1744', 'domestic eggs')
('2140', 'onions')
('2202', 'tidbits')
('2305', 'whole milk')
('2460', 'canned beer')
('2741', 'liver loaf')
('2969', 'other vegetables')
('3306', 'spread cheese')
('3306', 'frozen vegetables')
('3401', 'root vegetables')
('3704', 'yogurt')
('3755', 'butter milk')
('4509', 'soda')
('4585', 'canned beer')
('4585', 'whole milk')
('4585', 'rolls/buns')
('4809', 'pip fruit')
('1494', 'canned beer')
('1494', 'herbs')
('1494', 'bottled beer')
('1764', 'whole milk')
('1764', 'other vegetables')
('1918', 'tropical fruit')
('2095', 'beverages')
