('Member_number', 'itemDescription')
('1204', 'pip fruit')
('1295', 'processed cheese')
('1729', 'waffles')
('1969', 'sausage')
('2051', 'prosecco')
('2051', 'ice cream')
('2051', 'soda')
('2051', 'root vegetables')
('2152', 'fruit/vegetable juice')
('2335', 'soda')
('2335', 'tropical fruit')
('2475', 'tropical fruit')
('2879', 'liver loaf')
('3635', 'pastry')
('3978', 'sausage')
('4509', 'sausage')
('4509', 'bottled water')
('4820', 'domestic eggs')
('4820', 'syrup')
('1000', 'canned beer')
('1000', 'misc. beverages')
('1482', 'sausage')
('1482', 'frozen vegetables')
('1785', 'ham')
('1833', 'dessert')
('1844', 'UHT-milk')
('1844', 'canned fruit')
('3460', 'root vegetables')
('3460', 'curd')
('3460', 'canned vegetables')
('3460', 'cream cheese ')
('3460', 'nut snack')
('3551', 'pork')
('3551', 'pastry')
('3630', 'hard cheese')
('3878', 'citrus fruit')
('3985', 'liver loaf')
('4019', 'domestic eggs')
('1064', 'other vegetables')
('1239', 'finished products')
('1239', 'bottled water')
('1442', 'pastry')
('1442', 'onions')
('2143', 'canned beer')
('2143', 'tropical fruit')
('2143', 'pet care')
('3300', 'newspapers')
('3331', 'whole milk')
('3331', 'shopping bags')
('3331', 'flour')
('3419', 'pot plants')
('3438', 'liquor')
('3508', 'dessert')
('3661', 'pip fruit')
('3661', 'white wine')
('3661', 'frozen vegetables')
('3982', 'sausage')
('3986', 'tropical fruit')
('3986', 'curd')
('3986', 'whole milk')
('3986', 'other vegetables')
('4645', 'domestic eggs')
('4645', 'fruit/vegetable juice')
('1497', 'butter milk')
('1660', 'specialty chocolate')
('1854', 'other vegetables')
('1908', 'ice cream')
('1908', 'butter')
('2060', 'specialty fat')
('2294', 'chocolate')
('2294', 'citrus fruit')
('2294', 'red/blush wine')
('3135', 'yogurt')
('3135', 'onions')
('3330', 'chewing gum')
('3622', 'cake bar')
('3790', 'sausage')
('3790', 'domestic eggs')
('4166', 'yogurt')
('4166', 'pastry')
('4387', 'canned beer')
('4387', 'brown bread')
('4808', 'fish')
('4808', 'meat spreads')
('4808', 'margarine')
('4898', 'flour')
('1092', 'grapes')
('1092', 'sausage')
('1092', 'salty snack')
('1092', 'Instant food products')
('1092', 'domestic eggs')
('1092', 'bottled water')
('1118', 'ham')
('1298', 'Instant food products')
('1505', 'shopping bags')
('1505', 'beef')
('1505', 'citrus fruit')
('1505', 'cat food')
('2538', 'bottled water')
('2671', 'sugar')
('2759', 'yogurt')
('3058', 'sausage')
('3730', 'candy')
('3730', 'other vegetables')
('4070', 'other vegetables')
('4133', 'semi-finished bread')
('4453', 'chicken')
('4569', 'sausage')
('4569', 'pip fruit')
('4569', 'sliced cheese')
('4569', 'butter milk')
('4929', 'grapes')
('1409', 'sausage')
('1583', 'honey')
('1651', 'chicken')
('2032', 'pork')
('2032', 'dessert')
('2188', 'pip fruit')
('2495', 'nuts/prunes')
('2495', 'butter')
('2495', 'soda')
('2495', 'bottled beer')
('2910', 'turkey')
('2910', 'root vegetables')
('2910', 'soda')
('3023', 'yogurt')
('3023', 'pickled vegetables')
('3295', 'sausage')
('3840', 'liqueur')
('3878', 'tropical fruit')
('4296', 'tropical fruit')
('4313', 'shopping bags')
('4437', 'rolls/buns')
('4437', 'butter')
('4881', 'yogurt')
('4881', 'chewing gum')
('4943', 'soda')
('1407', 'white wine')
('1407', 'coffee')
('1917', 'herbs')
('2110', 'tropical fruit')
('2110', 'soda')
('2234', 'canned beer')
('2234', 'whipped/sour cream')
('2234', 'margarine')
('2265', 'chewing gum')
('2446', 'chicken')
('2792', 'whole milk')
('2792', 'rolls/buns')
('2792', 'frozen fish')
('2842', 'sausage')
('3141', 'root vegetables')
('3141', 'whole milk')
('3312', 'meat')
('3677', 'pastry')
('3689', 'liqueur')
('3689', 'whole milk')
('3689', 'soda')
('4291', 'citrus fruit')
('1264', 'other vegetables')
('1264', 'mayonnaise')
('2091', 'citrus fruit')
('2208', 'pork')
('2208', 'frankfurter')
('2208', 'coffee')
('2208', 'cake bar')
('2599', 'nuts/prunes')
('2599', 'cream cheese ')
('3256', 'soda')
('3465', 'other vegetables')
('3519', 'other vegetables')
('3600', 'pip fruit')
('3600', 'meat')
('3600', 'frozen vegetables')
('3600', 'bottled water')
('3929', 'specialty cheese')
('4372', 'other vegetables')
('4372', 'root vegetables')
('4372', 'margarine')
('4450', 'UHT-milk')
('4548', 'sausage')
('1010', 'rolls/buns')
('1212', 'root vegetables')
('1212', 'other vegetables')
('1233', 'whole milk')
('1800', 'vinegar')
('1905', 'ham')
('1905', 'whole milk')
('1905', 'candy')
('2433', 'whole milk')
('2450', 'whipped/sour cream')
('2450', 'cream cheese ')
('2516', 'light bulbs')
('2687', 'sweet spreads')
('2687', 'instant coffee')
('2756', 'sausage')
('2769', 'flower soil/fertilizer')
('2937', 'other vegetables')
('3292', 'dishes')
('3651', 'root vegetables')
('3651', 'shopping bags')
('3651', 'cream cheese ')
('3871', 'bottled beer')
('3871', 'tropical fruit')
('3938', 'meat')
('4022', 'yogurt')
('4187', 'bottled beer')
('4266', 'sausage')
('4266', 'salty snack')
('4646', 'bottled water')
('1306', 'frozen vegetables')
('1900', 'other vegetables')
('1900', 'soda')
('2222', 'yogurt')
('2222', 'dental care')
('2398', 'tropical fruit')
('2398', 'soda')
('2462', 'pork')
('2462', 'pastry')
('2532', 'dessert')
('2715', 'male cosmetics')
('2814', 'pip fruit')
('2814', 'yogurt')
('2996', 'domestic eggs')
('3255', 'whole milk')
('3599', 'meat')
('3914', 'canned beer')
('4294', 'frozen vegetables')
('4294', 'bottled water')
('4825', 'beef')
('4825', 'root vegetables')
('1477', 'liquor')
('1477', 'rolls/buns')
('1477', 'cream cheese ')
('1750', 'onions')
('1750', 'pastry')
('2854', 'coffee')
('3297', 'sausage')
('3297', 'dessert')
('3413', 'sausage')
('3752', 'other vegetables')
('3800', 'root vegetables')
('3809', 'bottled beer')
('3809', 'dog food')
('4109', 'whipped/sour cream')
('4270', 'bottled water')
('4299', 'whole milk')
('4299', 'beef')
('4299', 'shopping bags')
('4459', 'sausage')
('4459', 'white bread')
('4699', 'sausage')
('4699', 'flower (seeds)')
('4776', 'butter')
('4776', 'cream cheese ')
('4994', 'sausage')
('4994', 'fruit/vegetable juice')
('1286', 'herbs')
('1538', 'hamburger meat')
('1748', 'roll products ')
('1748', 'whole milk')
('1748', 'sugar')
('1892', 'other vegetables')
('1892', 'specialty bar')
('2200', 'citrus fruit')
('2200', 'sugar')
('2420', 'shopping bags')
('2542', 'liquor')
('3308', 'UHT-milk')
('3308', 'butter')
('3449', 'soda')
('3450', 'bottled water')
('3450', 'pork')
('3783', 'ice cream')
('3783', 'hamburger meat')
('3783', 'sugar')
('3931', 'soda')
('3931', 'bottled beer')
('3931', 'brown bread')
('4238', 'frankfurter')
('4238', 'pip fruit')
('4238', 'hygiene articles')
('4286', 'brown bread')
('4286', 'whole milk')
('4286', 'butter')
('4302', 'cream cheese ')
('1067', 'hamburger meat')
('1514', 'whipped/sour cream')
('1514', 'citrus fruit')
('2193', 'cream cheese ')
('2207', 'cream cheese ')
('2321', 'sausage')
('2579', 'white wine')
('2625', 'margarine')
('2625', 'other vegetables')
('2702', 'tropical fruit')
('2918', 'ham')
('2918', 'other vegetables')
('3313', 'root vegetables')
('3313', 'tropical fruit')
('4102', 'pip fruit')
('4102', 'artif. sweetener')
('4102', 'hygiene articles')
('4303', 'specialty chocolate')
('4330', 'pork')
('4495', 'rubbing alcohol')
('4495', 'sparkling wine')
('4495', 'other vegetables')
('4495', 'soda')
('4596', 'hamburger meat')
('4596', 'whole milk')
('4652', 'butter milk')
('4652', 'zwieback')
('4652', 'pot plants')
('4729', 'frozen vegetables')
('4807', 'waffles')
('1692', 'chicken')
('1938', 'pork')
('2047', 'meat')
('2231', 'margarine')
('2597', 'napkins')
('2659', 'sausage')
('2659', 'domestic eggs')
('2703', 'canned beer')
('2703', 'dishes')
('2884', 'UHT-milk')
('2884', 'cream cheese ')
('2909', 'female sanitary products')
('3198', 'white bread')
('3214', 'bottled beer')
('4048', 'domestic eggs')
('4225', 'hard cheese')
('4225', 'bottled water')
('4321', 'curd')
('4351', 'cooking chocolate')
('4351', 'red/blush wine')
('4387', 'whole milk')
('4403', 'yogurt')
('4501', 'bottled water')
('4688', 'rolls/buns')
('4975', 'tropical fruit')
('1073', 'curd')
('1073', 'prosecco')
('1120', 'other vegetables')
('1327', 'instant coffee')
('1629', 'tropical fruit')
('1734', 'tropical fruit')
('1874', 'sugar')
('2374', 'tropical fruit')
('2448', 'onions')
('2448', 'yogurt')
('2550', 'butter milk')
('2550', 'packaged fruit/vegetables')
('2718', 'sausage')
('2718', 'chicken')
('2936', 'domestic eggs')
('3062', 'beef')
('3062', 'margarine')
('3357', 'pip fruit')
('3587', 'hair spray')
('3587', 'canned beer')
('3972', 'bottled water')
('4395', 'beef')
('4395', 'misc. beverages')
('4500', 'whole milk')
('4500', 'flour')
('4526', 'citrus fruit')
('4526', 'canned beer')
('4747', 'cream cheese ')
('1426', 'potato products')
('1450', 'hamburger meat')
('1450', 'bottled beer')
('1450', 'instant coffee')
('1582', 'margarine')
('1754', 'canned beer')
('1754', 'curd')
('1754', 'flour')
('1777', 'finished products')
('1777', 'butter milk')
('1777', 'fruit/vegetable juice')
('1777', 'pot plants')
('1993', 'pip fruit')
('2029', 'frankfurter')
('2357', 'baking powder')
('3195', 'hygiene articles')
('3260', 'meat')
('3260', 'onions')
('3262', 'whole milk')
('3262', 'tropical fruit')
('3262', 'soda')
('3468', 'pastry')
('3468', 'vinegar')
('3468', 'salty snack')
('3509', 'pip fruit')
('3509', 'hygiene articles')
('3509', 'oil')
('3711', 'berries')
('4038', 'frankfurter')
('4038', 'salty snack')
('4038', 'newspapers')
('4038', 'white wine')
('4564', 'sausage')
('4726', 'other vegetables')
('4932', 'fruit/vegetable juice')
('1191', 'hamburger meat')
('1191', 'citrus fruit')
('1191', 'other vegetables')
('1200', 'citrus fruit')
('1200', 'root vegetables')
('1593', 'sausage')
('1613', 'soda')
('1613', 'cream cheese ')
('2415', 'newspapers')
('2760', 'tropical fruit')
('2862', 'long life bakery product')
('2903', 'citrus fruit')
('2903', 'bottled beer')
('2903', 'soda')
('2903', 'butter')
('3207', 'pip fruit')
('3207', 'napkins')
('3207', 'candles')
('3646', 'soda')
('3691', 'frankfurter')
('3691', 'bottled water')
('3691', 'finished products')
('3691', 'yogurt')
('3691', 'newspapers')
('3709', 'berries')
('3709', 'waffles')
('3709', 'yogurt')
('3709', 'fruit/vegetable juice')
('3709', 'long life bakery product')
('3818', 'meat')
('4042', 'meat')
('4042', 'sausage')
('4042', 'salty snack')
('4042', 'white wine')
('4042', 'frozen vegetables')
('4042', 'beverages')
('4456', 'coffee')
('4643', 'tidbits')
('4643', 'cat food')
('4776', 'citrus fruit')
('4776', 'other vegetables')
('4776', 'soda')
('4776', 'herbs')
('4776', 'red/blush wine')
('4828', 'sparkling wine')
('4828', 'salt')
('4970', 'pet care')
('1220', 'pastry')
('1220', 'waffles')
('1303', 'canned fish')
('1303', 'yogurt')
('1356', 'soda')
('1361', 'beef')
('1836', 'oil')
('1988', 'bottled beer')
('1988', 'other vegetables')
('2019', 'sausage')
('2446', 'pork')
('2810', 'butter milk')
('2810', 'meat')
('2810', 'long life bakery product')
('3483', 'dishes')
('3497', 'pickled vegetables')
('3709', 'frankfurter')
('4289', 'curd')
('4289', 'liquor (appetizer)')
('4386', 'pip fruit')
('4741', 'beef')
('4761', 'soda')
('1116', 'rolls/buns')
('1245', 'tropical fruit')
('1625', 'other vegetables')
('2164', 'bottled water')
('2164', 'coffee')
('2252', 'chicken')
('2252', 'bottled water')
('3153', 'frankfurter')
('3339', 'pork')
('4172', 'dental care')
('4289', 'other vegetables')
('4589', 'semi-finished bread')
('4648', 'yogurt')
('4686', 'other vegetables')
('1289', 'other vegetables')
('1289', 'brown bread')
('1289', 'canned beer')
('1410', 'UHT-milk')
('1661', 'white wine')
('1866', 'pip fruit')
('2055', 'sugar')
('2063', 'sugar')
('2534', 'pork')
('2648', 'beef')
('2648', 'margarine')
('2855', 'soda')
('2926', 'oil')
('3035', 'whole milk')
('3161', 'other vegetables')
('3766', 'shopping bags')
('4398', 'soda')
('4512', 'other vegetables')
('4588', 'coffee')
('4588', 'pastry')
('4702', 'pot plants')
('4702', 'grapes')
('4753', 'finished products')
('1153', 'grapes')
('1679', 'whole milk')
('1946', 'candy')
('2167', 'whole milk')
('2327', 'butter')
('2338', 'salty snack')
('2338', 'hygiene articles')
('2659', 'pip fruit')
('2969', 'packaged fruit/vegetables')
('2969', 'waffles')
('3076', 'butter milk')
('3178', 'dessert')
('3178', 'waffles')
('3245', 'whole milk')
('3245', 'curd')
('3262', 'rolls/buns')
('3262', 'bottled beer')
('3262', 'other vegetables')
('3262', 'UHT-milk')
('3339', 'napkins')
('3339', 'butter milk')
('3744', 'rolls/buns')
('3744', 'tropical fruit')
('3744', 'salt')
('3744', 'butter')
('3744', 'whole milk')
('3744', 'canned vegetables')
('4291', 'soda')
('4903', 'rolls/buns')
('4903', 'curd')
('4903', 'whipped/sour cream')
('1099', 'spread cheese')
('1099', 'pork')
('1439', 'frankfurter')
('1534', 'rolls/buns')
('1534', 'tropical fruit')
('1534', 'liquor')
('1656', 'hard cheese')
('2471', 'rolls/buns')
('2471', 'hamburger meat')
('2543', 'rolls/buns')
('2543', 'cream cheese ')
('2543', 'brown bread')
('3002', 'frozen meals')
('3002', 'coffee')
('3002', 'yogurt')
('3002', 'soups')
('3365', 'cat food')
('3458', 'whole milk')
('3562', 'zwieback')
('3562', 'sausage')
('3562', 'hygiene articles')
('3615', 'spread cheese')
('3615', 'popcorn')
('3674', 'bottled water')
('3684', 'citrus fruit')
('4113', 'frankfurter')
('4129', 'cereals')
('4366', 'soda')
('4366', 'semi-finished bread')
('4392', 'instant coffee')
('4552', 'domestic eggs')
('1087', 'herbs')
('1540', 'whole milk')
('1540', 'beef')
('1706', 'canned beer')
('1706', 'cat food')
('1706', 'dishes')
('2480', 'pork')
('2706', 'sausage')
('2706', 'cake bar')
('2825', 'whole milk')
('2836', 'butter milk')
('2836', 'napkins')
('2895', 'hamburger meat')
('2895', 'whole milk')
('3009', 'tropical fruit')
('3010', 'fruit/vegetable juice')
('3353', 'domestic eggs')
('3353', 'waffles')
('3844', 'citrus fruit')
('3844', 'curd')
('4072', 'chicken')
('4254', 'ham')
('1437', 'salty snack')
('1437', 'coffee')
('1590', 'whole milk')
('1646', 'rolls/buns')
('1728', 'soda')
('1728', 'ice cream')
('1792', 'tropical fruit')
('1792', 'beef')
('1792', 'processed cheese')
('1796', 'other vegetables')
('1928', 'bottled water')
('1928', 'pastry')
('1936', 'berries')
('2016', 'berries')
('2188', 'fruit/vegetable juice')
('2188', 'salty snack')
('2337', 'hamburger meat')
('2597', 'berries')
('2676', 'rolls/buns')
('2676', 'whipped/sour cream')
('2676', 'canned beer')
('3497', 'pork')
('3497', 'white bread')
('3508', 'hygiene articles')
('4030', 'herbs')
('4030', 'seasonal products')
('4255', 'dishes')
('4483', 'chocolate marshmallow')
('4657', 'pork')
('4657', 'frozen vegetables')
('4738', 'other vegetables')
('4738', 'whole milk')
('4790', 'pasta')
('4810', 'chicken')
('4960', 'salty snack')
('1782', 'soda')
('2070', 'ice cream')
('2113', 'pork')
('2187', 'whole milk')
('2187', 'sugar')
('2298', 'fruit/vegetable juice')
('3095', 'specialty bar')
('3095', 'curd')
('3144', 'curd')
('3328', 'whole milk')
('3424', 'yogurt')
('3424', 'butter milk')
('4392', 'margarine')
('4782', 'domestic eggs')
('1304', 'frankfurter')
('1503', 'bottled beer')
('1503', 'whole milk')
('2448', 'bottled water')
('2632', 'citrus fruit')
('2654', 'curd')
('2693', 'frankfurter')
('2693', 'yogurt')
('3061', 'sausage')
('3296', 'zwieback')
('3338', 'snack products')
('3338', 'whole milk')
('3389', 'cream cheese ')
('3389', 'other vegetables')
('3801', 'salt')
('3801', 'tropical fruit')
('4079', 'frankfurter')
('4556', 'hard cheese')
('4556', 'butter milk')
('4556', 'long life bakery product')
('4633', 'chicken')
('4633', 'white bread')
('4836', 'pork')
('4836', 'specialty chocolate')
('4836', 'long life bakery product')
('4836', 'detergent')
('1604', 'sausage')
('1685', 'other vegetables')
('1913', 'finished products')
('1913', 'pip fruit')
('1919', 'frozen potato products')
('1919', 'soda')
('2324', 'canned beer')
('2366', 'UHT-milk')
('2711', 'yogurt')
('3055', 'other vegetables')
('3055', 'hamburger meat')
('3055', 'soda')
('3165', 'herbs')
('3363', 'other vegetables')
('3528', 'whole milk')
('3808', 'frozen meals')
('4165', 'citrus fruit')
('4257', 'whole milk')
('4275', 'grapes')
('4275', 'pot plants')
('4292', 'citrus fruit')
('4292', 'cream cheese ')
('4593', 'onions')
('4693', 'butter')
('4693', 'margarine')
('4693', 'other vegetables')
('4696', 'citrus fruit')
('4704', 'chewing gum')
('4704', 'coffee')
('4928', 'spread cheese')
('4928', 'cake bar')
('4949', 'frozen fish')
('4949', 'rolls/buns')
('1669', 'sausage')
('1669', 'pork')
('1669', 'vinegar')
('1669', 'domestic eggs')
('2394', 'waffles')
('2394', 'condensed milk')
('2488', 'processed cheese')
('2488', 'root vegetables')
('2766', 'citrus fruit')
('2766', 'whole milk')
('3266', 'canned beer')
('3308', 'nut snack')
('3308', 'spices')
('3395', 'whole milk')
('3395', 'margarine')
('3488', 'frankfurter')
('3488', 'domestic eggs')
('3588', 'whole milk')
('3588', 'other vegetables')
('3868', 'domestic eggs')
('3868', 'pastry')
('3987', 'other vegetables')
('3987', 'whole milk')
('3987', 'root vegetables')
('4381', 'onions')
('4381', 'chicken')
('4572', 'whole milk')
('4704', 'pip fruit')
('4960', 'bottled water')
('1069', 'sliced cheese')
('1296', 'meat')
('1296', 'hard cheese')
('1467', 'pickled vegetables')
('1467', 'newspapers')
('1620', 'chicken')
('1683', 'pip fruit')
('1997', 'ham')
('1997', 'bottled beer')
('2568', 'beef')
('2568', 'sugar')
('2568', 'root vegetables')
('2709', 'curd')
('2709', 'citrus fruit')
('2709', 'rolls/buns')
('3048', 'sausage')
('3167', 'specialty chocolate')
('3419', 'onions')
('3752', 'soda')
('3752', 'flour')
('3752', 'liquor')
('3762', 'sausage')
('3926', 'canned beer')
('3926', 'cooking chocolate')
('3926', 'curd')
('3926', 'chocolate')
('4222', 'beef')
('4222', 'chocolate')
('4222', 'kitchen towels')
('4227', 'hamburger meat')
('4229', 'pastry')
('4466', 'ham')
('4808', 'whole milk')
('4808', 'semi-finished bread')
('4977', 'pip fruit')
('4977', 'soft cheese')
('4977', 'packaged fruit/vegetables')
('4977', 'pastry')
('4977', 'domestic eggs')
('1160', 'domestic eggs')
('1160', 'coffee')
('1208', 'rolls/buns')
('1391', 'ham')
('1422', 'other vegetables')
('1422', 'curd')
('1668', 'citrus fruit')
('1668', 'female sanitary products')
('1690', 'sugar')
('1690', 'curd')
('1753', 'pickled vegetables')
('1968', 'margarine')
('1968', 'rolls/buns')
('2001', 'rolls/buns')
('2001', 'cereals')
('2004', 'yogurt')
('2004', 'mustard')
('2046', 'dessert')
('2064', 'whole milk')
('2064', 'rolls/buns')
('2064', 'ice cream')
('2064', 'brown bread')
('2256', 'whipped/sour cream')
('2390', 'yogurt')
('2428', 'pasta')
('2428', 'butter')
('2428', 'rolls/buns')
('2856', 'meat')
('3013', 'bottled beer')
('3013', 'root vegetables')
('3752', 'dishes')
('3752', 'sugar')
('3898', 'tropical fruit')
('3898', 'bottled beer')
('4257', 'beef')
('4351', 'other vegetables')
('4351', 'prosecco')
('4431', 'butter')
('4940', 'sliced cheese')
('1416', 'zwieback')
('1416', 'oil')
('1912', 'bottled beer')
('2419', 'hamburger meat')
('2419', 'whole milk')
('2581', 'frozen meals')
('2798', 'frankfurter')
('2798', 'pastry')
('2816', 'bottled beer')
('3096', 'napkins')
('3096', 'fruit/vegetable juice')
('3252', 'chicken')
('3252', 'bottled water')
('3433', 'berries')
('3710', 'sausage')
('3710', 'spread cheese')
('3710', 'hygiene articles')
('3742', 'hamburger meat')
('4243', 'hard cheese')
('4424', 'red/blush wine')
('4570', 'chicken')
('4680', 'yogurt')
('4719', 'frankfurter')
('4769', 'meat')
('4875', 'pastry')
('4875', 'pickled vegetables')
('1032', 'root vegetables')
('1678', 'bottled water')
('2000', 'sparkling wine')
('2000', 'hamburger meat')
('2000', 'rolls/buns')
('2063', 'cream cheese ')
('2196', 'soda')
('2196', 'tropical fruit')
('2196', 'other vegetables')
('2458', 'frankfurter')
('2458', 'pip fruit')
('2613', 'newspapers')
('3699', 'beef')
('3699', 'brown bread')
('3897', 'baking powder')
('3897', 'salty snack')
('3911', 'UHT-milk')
('3911', 'salt')
('4150', 'whole milk')
('4150', 'brown bread')
('4213', 'pork')
('4213', 'chicken')
('4303', 'soups')
('4428', 'citrus fruit')
('4453', 'yogurt')
('4499', 'pip fruit')
('1185', 'specialty bar')
('1185', 'chocolate')
('1208', 'shopping bags')
('1208', 'misc. beverages')
('1458', 'canned beer')
('1458', 'specialty bar')
('1480', 'tidbits')
('1514', 'pasta')
('1872', 'berries')
('1999', 'rolls/buns')
('1999', 'misc. beverages')
('1999', 'ice cream')
('1999', 'shopping bags')
('2549', 'sausage')
('2570', 'soda')
('2969', 'hygiene articles')
('2969', 'canned fish')
('3691', 'sausage')
('4109', 'other vegetables')
('4293', 'fish')
('4293', 'soda')
('4353', 'fish')
('4353', 'UHT-milk')
('4353', 'other vegetables')
('4353', 'cream cheese ')
('4523', 'brown bread')
('4526', 'rolls/buns')
('4747', 'shopping bags')
('4778', 'coffee')
('4798', 'rolls/buns')
('4798', 'cream cheese ')
('1216', 'pastry')
('1216', 'bottled water')
('1216', 'napkins')
('1613', 'cookware')
('1948', 'frankfurter')
('1948', 'pip fruit')
('1948', 'dessert')
('2018', 'chocolate')
('2507', 'root vegetables')
('2507', 'soda')
('2574', 'turkey')
('2574', 'seasonal products')
('3439', 'beef')
('3439', 'canned beer')
('3474', 'root vegetables')
('3474', 'frozen potato products')
('4106', 'whole milk')
('4106', 'rolls/buns')
('4106', 'other vegetables')
('4106', 'margarine')
('4644', 'hygiene articles')
('4644', 'Instant food products')
('4796', 'other vegetables')
('1031', 'cream cheese ')
('1315', 'packaged fruit/vegetables')
('1476', 'shopping bags')
('2426', 'chewing gum')
('2454', 'UHT-milk')
('3511', 'frankfurter')
('3511', 'bottled water')
('3685', 'specialty chocolate')
('3745', 'sausage')
('4044', 'margarine')
('4087', 'frankfurter')
('4087', 'long life bakery product')
('4296', 'whole milk')
('4602', 'beef')
('4952', 'sausage')
('4952', 'pastry')
('1484', 'sausage')
('1632', 'chicken')
('1632', 'napkins')
('1722', 'chewing gum')
('1722', 'pastry')
('2134', 'whole milk')
('2212', 'dessert')
('2212', 'newspapers')
('3020', 'condensed milk')
('3020', 'fruit/vegetable juice')
('3020', 'white wine')
('3041', 'butter milk')
('3041', 'baking powder')
('3140', 'cream cheese ')
('3246', 'canned beer')
('3246', 'beef')
('3507', 'frozen meals')
('3673', 'specialty bar')
('4338', 'flour')
('4611', 'bottled water')
('4680', 'pip fruit')
('4685', 'tropical fruit')
('1287', 'whole milk')
('1287', 'citrus fruit')
('1287', 'butter')
('1287', 'ice cream')
('1287', 'margarine')
('1646', 'soda')
('1646', 'whole milk')
('1729', 'meat')
('1889', 'chicken')
('2007', 'dessert')
('2106', 'cream cheese ')
('2233', 'yogurt')
('2359', 'canned beer')
('2359', 'margarine')
('2370', 'newspapers')
('2466', 'sausage')
('2556', 'newspapers')
('2556', 'pastry')
('3545', 'whipped/sour cream')
('3545', 'whole milk')
('3806', 'pork')
('3922', 'margarine')
('3922', 'cream cheese ')
('3955', 'sausage')
('3955', 'beverages')
('4002', 'canned beer')
('4207', 'sausage')
('4207', 'dessert')
('4207', 'specialty chocolate')
('4207', 'white bread')
('4207', 'pastry')
('4845', 'bottled water')
('4845', 'chewing gum')
('1256', 'UHT-milk')
('1256', 'herbs')
('1256', 'butter')
('1602', 'citrus fruit')
('1736', 'pickled vegetables')
('2116', 'yogurt')
('2246', 'beef')
('3132', 'UHT-milk')
('3132', 'cream cheese ')
('3513', 'frankfurter')
('3513', 'baking powder')
('3513', 'condensed milk')
('3513', 'coffee')
('3531', 'canned beer')
('3531', 'dishes')
('3531', 'brown bread')
('3622', 'spread cheese')
('3686', 'other vegetables')
('4034', 'frankfurter')
('4056', 'packaged fruit/vegetables')
('4328', 'yogurt')
('4744', 'whole milk')
('4744', 'candy')
('1002', 'butter milk')
('1002', 'specialty chocolate')
('2008', 'mayonnaise')
('2013', 'packaged fruit/vegetables')
('2013', 'domestic eggs')
('2371', 'frozen fish')
('2394', 'beverages')
('2394', 'dessert')
('2394', 'domestic eggs')
('2394', 'yogurt')
('2435', 'bottled beer')
('2435', 'whole milk')
('2435', 'other vegetables')
('2530', 'waffles')
('2747', 'rolls/buns')
('2747', 'curd')
('3031', 'bottled beer')
('3031', 'other vegetables')
('3128', 'ice cream')
('3128', 'bottled beer')
('3128', 'brown bread')
('3364', 'yogurt')
('3364', 'specialty chocolate')
('3410', 'onions')
('3679', 'frankfurter')
('4193', 'meat')
('4193', 'specialty chocolate')
('4566', 'whipped/sour cream')
('4714', 'pastry')
('4714', 'specialty chocolate')
('1090', 'dishes')
('1442', 'chicken')
('1909', 'sausage')
('1909', 'chicken')
('1909', 'yogurt')
('1944', 'whole milk')
('1944', 'whipped/sour cream')
('2023', 'citrus fruit')
('2023', 'bottled beer')
('2023', 'roll products ')
('2294', 'root vegetables')
('2294', 'ice cream')
('2356', 'butter milk')
('2448', 'frankfurter')
('2960', 'tropical fruit')
('2960', 'rolls/buns')
('2960', 'whole milk')
('3077', 'salty snack')
('3451', 'butter milk')
('3593', 'canned beer')
('3593', 'instant coffee')
('4670', 'root vegetables')
('1188', 'whole milk')
('1188', 'rolls/buns')
('1188', 'soda')
('1192', 'fruit/vegetable juice')
('1322', 'bottled beer')
('1322', 'shopping bags')
('1457', 'yogurt')
('1457', 'butter milk')
('1495', 'frankfurter')
('1495', 'packaged fruit/vegetables')
('1495', 'hygiene articles')
('1960', 'rolls/buns')
('2194', 'dessert')
('2194', 'napkins')
('2613', 'soups')
('2935', 'other vegetables')
('2935', 'canned beer')
('3046', 'whole milk')
('3590', 'tropical fruit')
('3590', 'citrus fruit')
('4098', 'pip fruit')
('4579', 'cream cheese ')
('4757', 'soda')
('4757', 'herbs')
('4757', 'canned beer')
('4757', 'seasonal products')
('4757', 'dishes')
('4757', 'mayonnaise')
('4892', 'pork')
('4892', 'frozen vegetables')
('1220', 'specialty chocolate')
('1220', 'napkins')
('1220', 'onions')
('1220', 'rice')
('1220', 'butter milk')
('1220', 'dental care')
('1312', 'other vegetables')
('1353', 'pork')
('1353', 'salty snack')
('1430', 'cake bar')
('1634', 'other vegetables')
('1634', 'pet care')
('1889', 'long life bakery product')
('1889', 'berries')
('1889', 'candles')
('2088', 'yogurt')
('2088', 'pastry')
('2237', 'chicken')
('3051', 'frozen meals')
('3051', 'napkins')
('3174', 'brown bread')
('3469', 'brown bread')
('3909', 'flower soil/fertilizer')
('3919', 'sausage')
('3919', 'long life bakery product')
('4146', 'pork')
('4146', 'packaged fruit/vegetables')
('4148', 'sausage')
('4148', 'butter milk')
('4148', 'beverages')
('4799', 'sliced cheese')
('4799', 'long life bakery product')
('1953', 'beef')
('1953', 'whole milk')
('1953', 'pet care')
('1953', 'citrus fruit')
('2086', 'frankfurter')
('2086', 'chicken')
('2086', 'meat')
('2086', 'pastry')
('2226', 'berries')
('2238', 'misc. beverages')
('2672', 'ham')
('2672', 'liquor (appetizer)')
('2691', 'rolls/buns')
('3148', 'sausage')
('3148', 'yogurt')
